id,product_name,brand,price_inr,rating,review_count,category,source,link,merchant,battery_life_hrs,active_noise_cancellation,driver_size_mm,bluetooth_version,mic_count,ipx_rating,has_noise_cancellation,enhanced_at,ipx_level,has_usb_c,has_premium_codec,has_touch_control,has_voice_assistant,has_fast_charge,has_dual_pairing,anc_db,latency_ms,country_of_origin,charging_time_hrs,range_m,eq_modes,has_enc,has_gaming_mode,has_hi_res_audio,has_spatial_audio,has_low_latency,has_ipx,asin,parent_company,why_buy
,FRONY WI-981 P47 Headset Super Extra Bass Bluetooth Hea...,FRONY,337.0,3.7,0.0,over-ear headphone,enhanced_scrape,,,47.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,"HOPPUP S40 Earbuds with 13MM Drivers, 40H Playtime, Rag...",HOPPUP,599.0,4.1,0.0,true wireless earbuds,enhanced_scrape,,,40.0,,13.0,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,"Aroma NB120 Amaze Upto 50 Hours Playtime*, Fast Chargin...",Aroma,300.0,3.7,0.0,unknown,enhanced_scrape,,,50.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,Aroma NB119 Genius Upto 60 Hours Playtime* Dual Pairing...,Aroma,235.0,3.7,0.0,unknown,enhanced_scrape,,,60.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0,0,0,,,,
,Aroma NB121 Corridor Upto 40 Hours Playtime* Fast Charg...,Aroma,225.0,3.9,0.0,unknown,enhanced_scrape,,,40.0,,,,,,0.0,2026-04-23T12:23:58.203527,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0,0,0,0,0,,,,
,"ACwO Dwots Bold Wireless in Ear Earbuds|India'S 1St Smart 1.83"" True HD Touch Display|ANC (32Db)|4 ENC Mics for Clear Calls|Find My Earphone|3D Spatial Sound|Quick Charge |60Hrs Playtime (Bold Black)",ACwO,2499.0,3.7,178.0,true wireless earbuds,enhanced_scrape,,,60.0,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,India,,,,1,0,0,0,0,0.0,B0DTHPN47Z,ACwO Technologies,Exceptional 60H battery — great for all-day use | Active Noise Cancellation for immersive listening
,AROMA TWS1 Pulse V5.4 True Wireless Earbuds – Bluetooth Headphones with up to 60H Playtime | ENC | Fast Charging | Heavy Bass | Shiny Black,AROMA,499.0,5.0,4.0,true wireless earbuds,enhanced_scrape,,,60.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,,,India,,,,1,0,0,0,0,0.0,B0GQZBDH3Y,Aroma India,Exceptional 60H battery — great for all-day use | Fast charging — minimal downtime between uses | Highly rated 5.0/5 by customers
,AROMA NB124 Cosmo Wireless Neckband Bluetooth Headphones – up to 100H Playtime | ENC | Voice Changer | Fast Charging | Midnight Blue,AROMA,299.0,4.6,3.0,over-ear headphone,enhanced_scrape,,,100.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,,,India,,,,1,0,0,0,0,0.0,B0GQZ8WQN9,Aroma India,Exceptional 100H battery — great for all-day use | Fast charging — minimal downtime between uses | Highly rated 4.6/5 by customers
,AlakhDM Wireless Earbuds Bluetooth 5.3 TWS Earphones Full Touch Control Headphones Built-in Microphone Premium Sound Quality Ensure Fast Stable & Connection With Type C Charger,AlakhDM,349.0,5.0,3.0,true wireless earbuds,enhanced_scrape,,,,,,5.3,,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,,China,,,,0,0,0,0,0,0.0,B0GX1SW3TJ,AlakhDM,"Latest Bluetooth v5.3 for stable, efficient connection | Highly rated 5.0/5 by customers"
,"Apritex Wireless Bluetooth 5.3 TWS Earbuds with Charging Case, Touch Control, Deep Bass Stereo Sound, Noise Reduction, Type-C Fast Charging.",Apritex,299.0,5.0,1.0,true wireless earbuds,enhanced_scrape,,,,,,5.3,,,0.0,,,0.0,0.0,1.0,0.0,1.0,0.0,,,China,,,,0,0,0,0,0,0.0,B0GWZQ6C54,Apritex,"Fast charging — minimal downtime between uses | Latest Bluetooth v5.3 for stable, efficient connection | Highly rated 5.0/5 by customers"
,Bluetooth Ear Buds with Fast Pairing Portable Charging Case Noise Isolation Mic for Calling Music Gaming (Design 299),Bluetooth,299.0,4.0,21.0,true wireless earbuds,enhanced_scrape,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,China,,,,0,1,0,0,0,0.0,B0GPJN68TV,Bluetooth,Well-rated at 4.0/5 stars
,"Boat Airdopes 800, Dolby Audio, Adaptive EQ by Mimi, 4Mics AI ENx, App Support, Fast Charge, IPX5, v5.3 Bluetooth TWS in Ear Earbuds Wireless Earphones with mic (Interstellar White)",Boat,1699.0,4.1,8908.0,true wireless earbuds,enhanced_scrape,,,,,,,4 mics,IPX5,0.0,,5.0,0.0,0.0,0.0,0.0,1.0,0.0,,,India,,,,0,0,0,0,0,1.0,B0D1V8CKFQ,Imagine Marketing Ltd,"Fast charging — minimal downtime between uses | IP5 water resistance — safe for workouts and rain | 4-mic array with ENC for crystal-clear calls | Well-rated at 4.1/5 stars | Popular choice with 8,908+ reviews"
,"Boat Rockerz 255 Pro+, 60HRS Battery, Fast Charge, IPX7, Dual Pairing, Low Latency, Magnetic Earbuds, in Ear Bluetooth Neckband, Wireless with Mic Earphones (Active Black)",Boat,1049.0,4.0,148496.0,true wireless earbuds,enhanced_scrape,,,60.0,,,,,IPX7,0.0,,7.0,0.0,0.0,0.0,0.0,1.0,1.0,,,India,,,,1,0,0,0,0,1.0,B08TV2P1N8,Imagine Marketing Ltd,"Exceptional 60H battery — great for all-day use | Fast charging — minimal downtime between uses | IP7 water resistance — safe for workouts and rain | Multipoint connection — pair with two devices simultaneously | Well-rated at 4.0/5 stars | Trusted by 148,496+ buyers"
,"Boat Rockerz 113, 40H Battery, Dual Pair, Fast Charge, ENx Tech, Stream Ad Free Music via App Support, Magnetic Buds, Bluetooth Neckband, Wireless with Mic in Ear Earphones (Active Black)",Boat,899.0,4.0,9035.0,neckband,enhanced_scrape,,,40.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,,,India,,,,0,0,0,0,0,0.0,B0F7Y54PJX,Imagine Marketing Ltd,"Long 40H battery life for extended listening | Fast charging — minimal downtime between uses | Well-rated at 4.0/5 stars | Popular choice with 9,035+ reviews"
,"Boat Rockerz 235 Pro Wireless Bluetooth Neckband in Ear Earphone, Upto 20 hrs of Playtime, Beast Mode, Low Latency, IPX5 Water & Sweat Resistance, ENx Technology, Bluetooth v5.2(Active Black)",Boat,999.0,4.0,2653.0,neckband,enhanced_scrape,,,20.0,,,5.2,,IPX5,1.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,India,,,,1,1,0,0,0,1.0,B0CP3N5F5B,Imagine Marketing Ltd,"Decent 20H playtime for daily commutes | Active Noise Cancellation for immersive listening | IP5 water resistance — safe for workouts and rain | Well-rated at 4.0/5 stars | Popular choice with 2,653+ reviews"
,"Boat Airdopes 300, Cinematic Spatial Audio, 50H Battery, 4Mic AI ENx, Fast Charge, App Support, Low Latency, IPX4, v5.3 Bluetooth Earbuds, TWS in Ear Earbuds Wireless Earphones with mic (Purple Haze)",Boat,1399.0,4.0,9418.0,true wireless earbuds,enhanced_scrape,,,50.0,,,,4 mics,IPX4,0.0,,4.0,0.0,0.0,0.0,0.0,1.0,0.0,,,India,,,,1,0,0,1,0,1.0,B0D3LBFX1W,Imagine Marketing Ltd,"Long 50H battery life for extended listening | Fast charging — minimal downtime between uses | Spatial/3D audio for an immersive sound experience | IP4 water resistance — safe for workouts and rain | 4-mic array with ENC for crystal-clear calls | Well-rated at 4.0/5 stars | Popular choice with 9,418+ reviews"
,"Boat Rockerz Prime 255Z, Spatial Audio,ENx Tech, Dual Pair, 50H Battery, Stream Ad Free Music via App Support, Magnetic Buds, Bluetooth Neckband, Wireless with Mic Earphones (Onyx Black)",Boat,1199.0,4.0,66238.0,neckband,enhanced_scrape,,,50.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,,,India,,,,0,0,0,1,0,0.0,B0FHHL4GC3,Imagine Marketing Ltd,"Long 50H battery life for extended listening | Spatial/3D audio for an immersive sound experience | Well-rated at 4.0/5 stars | Trusted by 66,238+ buyers"
,"Boat Nirvana Crystl, Transparent Case,Spatial Audio, ANC(~32dB), 100Hrs Battery,4Mics ENx,App Support, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Quantum Black)",Boat,1899.0,4.0,1817.0,true wireless earbuds,enhanced_scrape,,,100.0,,,,4 mics,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,India,,,,0,0,0,1,0,0.0,B0DGTVRH97,Imagine Marketing Ltd,"Exceptional 100H battery — great for all-day use | Active Noise Cancellation for immersive listening | Spatial/3D audio for an immersive sound experience | 4-mic array with ENC for crystal-clear calls | Well-rated at 4.0/5 stars | Popular choice with 1,817+ reviews"
,"Boat Airdopes 219, 4Mics ENx, 40H Battery, Best in Segment for Calling, Stream Ad Free Music via App Support, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Ivory Mist)",Boat,1099.0,3.9,4363.0,true wireless earbuds,enhanced_scrape,,,40.0,,,,4 mics,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,India,,,,0,0,0,0,0,0.0,B0FC2Z19RX,Imagine Marketing Ltd,"Long 40H battery life for extended listening | 4-mic array with ENC for crystal-clear calls | Popular choice with 4,363+ reviews"
,"Boat Rockerz 245 v2 Pro, 30h Battery, ENx Tech, Fast Charge, Dual Pairing, Magnetic Buds, USB Type-C Interface & IPX5, Bluetooth in Ear Neckband, Wireless with Mic Earphones (Teal Green)",Boat,999.0,3.9,121282.0,neckband,enhanced_scrape,,,30.0,,,,,IPX5,0.0,,5.0,1.0,0.0,0.0,0.0,1.0,1.0,,,India,,,,0,0,0,0,0,1.0,B0CC8SBFFR,Imagine Marketing Ltd,"Decent 30H playtime for daily commutes | Fast charging — minimal downtime between uses | IP5 water resistance — safe for workouts and rain | Multipoint connection — pair with two devices simultaneously | Trusted by 121,282+ buyers"
,"Boat Airdopes Prime 701 ANC, 46dB Hybrid ANC, 50Hr Battery, Real Spatial Audio,Multidevice Connect,App Support, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Obsidian Black)",Boat,1999.0,3.9,2924.0,true wireless earbuds,enhanced_scrape,,,50.0,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,46.0,,India,,,,0,0,0,1,0,0.0,B0F8BVYRWS,Imagine Marketing Ltd,"Long 50H battery life for extended listening | Active Noise Cancellation (46db hybrid anc) blocks out distractions | Spatial/3D audio for an immersive sound experience | Popular choice with 2,924+ reviews"
,"Boat Airdopes 111v2, Premium Leather Finish, 4Mics ENx, 50HRS Battery, 13mm Drivers, Fast Charge, Dual Pair, v5.4 Bluetooth TWS in Ear Earbuds Wireless Earphones with mic (Classic Black)",Boat,1299.0,3.9,10682.0,true wireless earbuds,enhanced_scrape,,,50.0,,13.0,,4 mics,,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,,,India,,,,0,0,0,0,0,0.0,B0DPWJYQK1,Imagine Marketing Ltd,"Long 50H battery life for extended listening | Fast charging — minimal downtime between uses | 4-mic array with ENC for crystal-clear calls | 13mm driver for rich, detailed sound | Trusted by 10,682+ buyers"
,"Boat Nirvana Zenith Pro, 50dB Hybrid Adaptive ANC, Spatial Audio, Hi-Res Audio LDAC, 6Mics AI-ENx, 80 Hrs Battery, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Crimson Red)",Boat,2999.0,3.9,1503.0,true wireless earbuds,enhanced_scrape,,,80.0,,,,6 mics,,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,50.0,,India,,,,0,0,1,1,0,0.0,B0DXP8JM1M,Imagine Marketing Ltd,"Exceptional 80H battery — great for all-day use | Active Noise Cancellation (50db hybrid adaptive anc) blocks out distractions | Spatial/3D audio for an immersive sound experience | Hi-Res audio (LDAC/LHDC) for studio-quality sound | 6-mic array with ENC for crystal-clear calls | Popular choice with 1,503+ reviews"
,"Boat Airdopes Joy, 35Hrs Battery, Fast Charge, IWP Tech, Low Latency, 2Mic ENx, Type-C Port, v5.3 Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic(Dark Cyan)",Boat,999.0,3.8,8765.0,true wireless earbuds,enhanced_scrape,,,35.0,,,,2 mics,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,,,India,,,,1,0,0,0,0,0.0,B0C411BWXD,Imagine Marketing Ltd,"Decent 35H playtime for daily commutes | Fast charging — minimal downtime between uses | Built-in 2 mics for hands-free calling | Popular choice with 8,765+ reviews"
,"Boat Airdopes 131 Gen 2, 13mm Drivers, 70H Battery, ENx Tech, Beast Mode 45 ms Low Latency, ASAP Charge, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Carbon Black)",Boat,999.0,3.8,5632.0,true wireless earbuds,enhanced_scrape,,,70.0,,13.0,,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,,45.0,India,,,,1,1,0,0,1,0.0,B0FPLP7SMZ,Imagine Marketing Ltd,"Exceptional 70H battery — great for all-day use | Ultra-low 45ms latency — ideal for gaming and video | Fast charging — minimal downtime between uses | 13mm driver for rich, detailed sound | Popular choice with 5,632+ reviews"
,"Boat Airdopes 212, 50H Battery, ENx Tech, Beast Mode, ASAP Charge, Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Ivory)",Boat,849.0,3.8,67.0,true wireless earbuds,enhanced_scrape,,,50.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,,,India,,,,0,1,0,0,0,0.0,B0G48KJ7LJ,Imagine Marketing Ltd,Long 50H battery life for extended listening | Fast charging — minimal downtime between uses
,"Boat Rockerz 200, 40H Battery, Signature Sound, ENx Tech, Dual Pairing, 60 ms Low Latency, IPX5, ASAP Charge, Magnetic Buds, Bluetooth Neckband, Wireless with Mic Earphones (Active Black)",Boat,799.0,3.8,46.0,neckband,enhanced_scrape,,,40.0,,,,,IPX5,0.0,,5.0,0.0,0.0,0.0,0.0,1.0,1.0,,60.0,India,,,,1,0,0,0,1,1.0,B0G48M3KXD,Imagine Marketing Ltd,Long 40H battery life for extended listening | Fast charging — minimal downtime between uses | IP5 water resistance — safe for workouts and rain | Multipoint connection — pair with two devices simultaneously
,"Boat Airdopes Plus 311, Glass Design, ENx Tech, Fast Charge, 50 Hrs Battery, Stream Ad Free Music via App Support Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Crimson Red)",Boat,999.0,3.7,5344.0,true wireless earbuds,enhanced_scrape,,,50.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,,,India,,,,0,0,0,0,0,0.0,B0DZXX6SKP,Imagine Marketing Ltd,"Long 50H battery life for extended listening | Fast charging — minimal downtime between uses | Popular choice with 5,344+ reviews"
,"Boat Airdopes Plus 311, Glass Design, ENx Tech, Fast Charge, 50 Hrs Battery, Stream Ad Free Music via App Support Bluetooth Earbuds, TWS Ear Buds Wireless Earphones with mic (Ash Grey)",Boat,999.0,3.7,5344.0,true wireless earbuds,enhanced_scrape,,,50.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,,,India,,,,0,0,0,0,0,0.0,B0DZXT72RY,Imagine Marketing Ltd,"Long 50H battery life for extended listening | Fast charging — minimal downtime between uses | Popular choice with 5,344+ reviews"
,"Bouncefit Bluetooth Wireless Mangentic On/Off Neckband, 40 Hours Continuous Playback Battery, Fast Charge, IPX7, Low Latency, Active Noise Cancellation, Earbuds with Mic Earphones (Black)",Bouncefit,346.0,3.5,401.0,true wireless earbuds,enhanced_scrape,,,40.0,,,,,IPX7,1.0,,7.0,0.0,0.0,0.0,0.0,1.0,0.0,,,India,,,,1,0,0,0,0,1.0,B0F4NDZ2VC,Bouncefit,Long 40H battery life for extended listening | Active Noise Cancellation for immersive listening | Fast charging — minimal downtime between uses | IP7 water resistance — safe for workouts and rain
,Deeliance Wireless Earbuds Bluetooth 5.1 TWS Earphones Full Touch Control Headphones Built-in Microphone Immersive Sound Quality Ensure Fast Stable & Connection Smart LED Headset Sports Bud,Deeliance,279.0,5.0,1.0,true wireless earbuds,enhanced_scrape,,,,,,5.1,,,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,,India,,,,0,0,0,0,0,0.0,B0GF29H2SZ,Deeliance,Active Noise Cancellation for immersive listening | Highly rated 5.0/5 by customers
,Drumstone TopRated 𝟏𝟓𝐘𝐫 𝐖𝐚𝐫𝐫𝐚𝐧𝐭𝐲 Bluetooth Noise Canceling Earpiece with Mic Wireless Headset for Calls & Music for Android & iOS Devices Earphone | Ideal Gift for Professionals,Drumstone,1449.0,5.0,3.0,unknown,enhanced_scrape,,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,India,,,,0,0,0,0,0,0.0,B0G62TWV4D,Drumstone,Active Noise Cancellation for immersive listening | Highly rated 5.0/5 by customers
,"EDYELL Bluetooth in Ear Earphones with Earhooks, Wireless Earbuds with Noise Cancelling Mic, 50H Playback, BT5.3 Headphones Touch Control, IPX5 Waterproof Fitness Headset for Sports Running,V5",EDYELL,1899.0,3.9,552.0,true wireless earbuds,enhanced_scrape,,,50.0,,,5.3,,IPX5,1.0,,5.0,0.0,0.0,1.0,0.0,0.0,0.0,,,China,,,,0,0,0,0,0,1.0,B0D2PZB9M3,EDYELL,"Long 50H battery life for extended listening | Active Noise Cancellation for immersive listening | IP5 water resistance — safe for workouts and rain | Latest Bluetooth v5.3 for stable, efficient connection"
,"Fire-Boltt Aero TWS Earbuds Custom EQ, Wireless Bluetooth 5.4, Music & App Support, 50H Playtime, Fast Charging Case, 50ms Low Latency for Gaming, Touch Controls, IPX4 Waterproof, Clear Calls - Blue",Fire-Boltt,699.0,3.8,9306.0,true wireless earbuds,enhanced_scrape,,,50.0,,,5.4,,IPX4,0.0,,4.0,0.0,0.0,1.0,0.0,1.0,0.0,,50.0,India,,,,1,1,0,0,1,1.0,B0FVS5PRCH,Boltt Sports Technologies,"Long 50H battery life for extended listening | Ultra-low 50ms latency — ideal for gaming and video | Fast charging — minimal downtime between uses | IP4 water resistance — safe for workouts and rain | Latest Bluetooth v5.4 for stable, efficient connection | Popular choice with 9,306+ reviews"
,"Fire-Boltt Newly Launched Aero Fit TWS Earbuds with Custom EQ, Bluetooth 5.4 Wireless Earphones, 50H Playtime, Fast Charging Case, 50ms Low Latency Gaming & Touch Controls Black",Fire-Boltt,849.0,3.8,189.0,true wireless earbuds,enhanced_scrape,,,50.0,,,5.4,,,0.0,,,0.0,0.0,1.0,0.0,1.0,0.0,,50.0,India,,,,1,1,0,0,1,0.0,B0GHQHX1RK,Boltt Sports Technologies,"Long 50H battery life for extended listening | Ultra-low 50ms latency — ideal for gaming and video | Fast charging — minimal downtime between uses | Latest Bluetooth v5.4 for stable, efficient connection"
,Fire-Boltt Newly Launched Aero Drift TWS Earbuds Custom EQ Wireless Bluetooth 5.4 Music & App Support 50H Playtime Battery Display Fast Charging Case 50ms Low Latency Touch Controls White,Fire-Boltt,899.0,3.8,1661.0,true wireless earbuds,enhanced_scrape,,,50.0,,,5.4,,,0.0,,,0.0,0.0,1.0,0.0,1.0,0.0,,50.0,India,,,,1,0,0,0,1,0.0,B0GHQYJ6DX,Boltt Sports Technologies,"Long 50H battery life for extended listening | Ultra-low 50ms latency — ideal for gaming and video | Fast charging — minimal downtime between uses | Latest Bluetooth v5.4 for stable, efficient connection | Popular choice with 1,661+ reviews"
,"Fire-Boltt Aero Clip OWS Earbud w/Clip-On Fit, Custom EQ, Wireless Bluetooth TWS,50H Playtime, 50ms Low Latency, Display on Charging Case, App Support, Touch Controls, Gaming & Music - Midnight Black",Fire-Boltt,1499.0,3.7,114.0,true wireless earbuds,enhanced_scrape,,,50.0,,,,,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,50.0,India,,,,1,1,0,0,1,0.0,B0GHQHZRJT,Boltt Sports Technologies,Long 50H battery life for extended listening | Ultra-low 50ms latency — ideal for gaming and video
,"Fire-BolttAero Shadow TWS Earbuds Custom EQ, RGB Lights, Wireless Bluetooth 5.4, Music & App Support, 50H Playtime, Fast Charging Case, 50ms Low Latency for Gaming, Touch Controls - Flame Red",Fire-BolttAero,799.0,4.2,80.0,true wireless earbuds,enhanced_scrape,,,50.0,,,5.4,,,0.0,,,0.0,0.0,1.0,0.0,1.0,0.0,,50.0,India,,,,1,1,0,0,1,0.0,B0GHQD8KP2,Boltt Sports Technologies,"Long 50H battery life for extended listening | Ultra-low 50ms latency — ideal for gaming and video | Fast charging — minimal downtime between uses | Latest Bluetooth v5.4 for stable, efficient connection | Highly rated 4.2/5 by customers"
